Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-tpgf,Randomise questionnaire elements?,Question Key,Response,randomiser-7xud,randomiser-5qjw
34,1742348942933,"19/03/2025, 01:49:02",1742348942010,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-33,that,,Bilinguals_group2
35,1742348942933,"19/03/2025, 01:49:02",1742348942010,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-34,practice,,Bilinguals_group2
36,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-35,existence,,Bilinguals_group2
37,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-36,have,,Bilinguals_group2
38,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-37,by,,Bilinguals_group2
39,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-38,would,,Bilinguals_group2
40,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-39,X,,Bilinguals_group2
41,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-40,draw,,Bilinguals_group2
42,1742348942933,"19/03/2025, 01:49:02",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-41,of,,Bilinguals_group2
43,1742348943116,"19/03/2025, 01:49:03",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-42,In,,Bilinguals_group2
44,1742348943116,"19/03/2025, 01:49:03",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-43,the,,Bilinguals_group2
45,1742348943116,"19/03/2025, 01:49:03",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-44,schedule,,Bilinguals_group2
46,1742348943116,"19/03/2025, 01:49:03",1742348942011,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-45,man,,Bilinguals_group2
47,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-46,or,,Bilinguals_group2
48,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-47,X,,Bilinguals_group2
49,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-48,started,,Bilinguals_group2
50,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-49,and,,Bilinguals_group2
51,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,cloze-input-50,wood,,Bilinguals_group2
52,1742348943116,"19/03/2025, 01:49:03",1742348942012,-4,"18/03/2025, 21:49:02",127065,6,questionnaire-g515,,44525393,12973999,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1440x824,,ClozeTask_EN,3,Biling,No,END QUESTIONNAIRE,590471,,Bilinguals_group2
﻿1,1742391443772,"19/03/2025, 13:37:23",1742391443505,-4,"19/03/2025, 09:37:23",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,BEGIN QUESTIONNAIRE,,,Bilinguals_group2
2,1742392130969,"19/03/2025, 13:48:50",1742392130555,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-1,His,,Bilinguals_group2
3,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-2,creativity,,Bilinguals_group2
4,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-3,to,,Bilinguals_group2
5,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-4,Man,,Bilinguals_group2
6,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-5,using,,Bilinguals_group2
7,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-6,been,,Bilinguals_group2
8,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-7,tools,,Bilinguals_group2
9,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-8,in,,Bilinguals_group2
10,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-9,which,,Bilinguals_group2
11,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-10,eras,,Bilinguals_group2
12,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-11,of,,Bilinguals_group2
13,1742392131101,"19/03/2025, 13:48:51",1742392130557,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-12,all,,Bilinguals_group2
14,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-13,foraging,,Bilinguals_group2
15,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-14,and,,Bilinguals_group2
16,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-15,often,,Bilinguals_group2
17,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-16,the,,Bilinguals_group2
18,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-17,X,,Bilinguals_group2
19,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-18,the,,Bilinguals_group2
20,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-19,creative,,Bilinguals_group2
21,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-20,tool,,Bilinguals_group2
22,1742392131101,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-21,dig,,Bilinguals_group2
23,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-22,bone,,Bilinguals_group2
24,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-23,sharp,,Bilinguals_group2
25,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-24,a,,Bilinguals_group2
26,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-25,nuts,,Bilinguals_group2
27,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-26,Each,,Bilinguals_group2
28,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-27,both,,Bilinguals_group2
29,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-28,man,,Bilinguals_group2
30,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-29,sharpened,,Bilinguals_group2
31,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-30,stick,,Bilinguals_group2
32,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-31,had,,Bilinguals_group2
33,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-32,very,,Bilinguals_group2
34,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-33,amongst,,Bilinguals_group2
35,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-34,tool,,Bilinguals_group2
36,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-35,history,,Bilinguals_group2
37,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-36,have,,Bilinguals_group2
38,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-37,only,,Bilinguals_group2
39,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-38,used,,Bilinguals_group2
40,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-39,X,,Bilinguals_group2
41,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-40,painting,,Bilinguals_group2
42,1742392131220,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-41,carverns,,Bilinguals_group2
43,1742392131339,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-42,In,,Bilinguals_group2
44,1742392131339,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-43,the,,Bilinguals_group2
45,1742392131339,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-44,goal,,Bilinguals_group2
46,1742392131339,"19/03/2025, 13:48:51",1742392130558,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-45,humans,,Bilinguals_group2
47,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-46,of,,Bilinguals_group2
48,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-47,bags,,Bilinguals_group2
49,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-48,started,,Bilinguals_group2
50,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-49,X,,Bilinguals_group2
51,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,cloze-input-50,wood,,Bilinguals_group2
52,1742392131339,"19/03/2025, 13:48:51",1742392130559,-4,"19/03/2025, 09:48:50",127065,6,questionnaire-g515,,44539095,12979195,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1536x864,1536x703,,ClozeTask_EN,3,Biling,No,END QUESTIONNAIRE,687054,,Bilinguals_group2
﻿1,1742596037347,"21/03/2025, 22:27:17",1742596037274,-4,"21/03/2025, 18:27:17",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,BEGIN QUESTIONNAIRE,,,Bilinguals_group1
2,1742597483607,"21/03/2025, 22:51:23",1742597483318,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-1,His,,Bilinguals_group1
3,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-2,knowledge,,Bilinguals_group1
4,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-3,He,,Bilinguals_group1
5,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-4,he,,Bilinguals_group1
6,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-5,on,,Bilinguals_group1
7,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-6,been,,Bilinguals_group1
8,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-7,tools,,Bilinguals_group1
9,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-8,during,,Bilinguals_group1
10,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-9,life,,Bilinguals_group1
11,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-10,periods,,Bilinguals_group1
12,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-11,of,,Bilinguals_group1
13,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-12,all,,Bilinguals_group1
14,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-13,gathering,,Bilinguals_group1
15,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-14,they,,Bilinguals_group1
16,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-15,times,,Bilinguals_group1
17,1742597483870,"21/03/2025, 22:51:23",1742597483321,-4,"21/03/2025, 18:51:23",127065,6,questionnaire-g515,,44616814,13003684,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 136.0,1280x720,1280x559,,ClozeTask_EN,3,Biling,No,cloze-input-16,the,,Bilinguals_group1
